Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
2/27 Roxby Street,"625,000",Dec 2016,"410,000",Dec 2009,,390,Nov 2009,230,18,,,,Manifold Heights,17
39 Lascelles Avenue,"567,000",Dec 2016,,,,345,Jun 2019,608,121,3,1,2,Manifold Heights,17
5/1-3 Roxby Street,"336,000",Dec 2016,"255,000",Nov 2010,,330,Feb 2020,102,,,,,Manifold Heights,17
197 Shannon Avenue,"940,000",Dec 2016,"375,000",Jun 2006,,,,339,,,,,Manifold Heights,17
28 Sydenham Avenue,"825,000",29 Nov 2016,"125,000",Nov 1999,1.0,,,599,,4,2,2,Manifold Heights,17
217 Church Street,"380,000",Nov 2016,,,,400,Feb 2020,435,,3,1,2,Manifold Heights,17
5/362-364 Aberdeen Street,"280,000",Nov 2016,"83,500",May 1997,,160,Nov 2004,127,,,,,Manifold Heights,17
12 Purrumbete Avenue,"750,000",Nov 2016,,,,280,Nov 2013,995,,3,1,1,Manifold Heights,17
12 Malvern Grove,"400,000",Nov 2016,"256,000",Mar 2005,,,,619,115,3,,,Manifold Heights,17
12 Strachan Avenue,"910,125",Nov 2016,"382,000",Nov 2004,,,,"1,061",205,4,2,,Manifold Heights,17
4/6 Strachan Avenue,"262,000",Nov 2016,"206,000",Jul 2013,,300,Feb 2017,66,66,2,1,1,Manifold Heights,17
3/165 Church Street,"360,000",Nov 2016,,,,365,Dec 2020,169,,,,,Manifold Heights,17
22 Lascelles Avenue,"870,000",Oct 2016,"350,000",Dec 2012,,270,Jan 2013,626,222,4,3,1,Manifold Heights,17
241 Shannon Avenue,"420,000",08 Oct 2016,"273,000",Feb 2008,1.0,355,Oct 2018,621,,3,1,1,Manifold Heights,17
13 Longview Avenue,"1,083,800",Oct 2016,"505,000",Jun 2015,1.0,600,Aug 2017,647,213,3,1,1,Manifold Heights,17
17 Purrumbete Avenue,"750,000",Sep 2016,"405,000",Jun 2002,,,,980,,3,3,3,Manifold Heights,17
12 Oliver Street,"5,600,000",11 Sep 2016,,,1.0,,,697,,3,1,2,Manifold Heights,17
4 Merton Grove,"645,050",Sep 2016,"327,000",Sep 2008,,,,532,139,3,2,1,Manifold Heights,17
34 Roxby Street,"620,000",Sep 2016,,,,,,790,,6,2,2,Manifold Heights,17
18A Calder Street,"740,000",Sep 2016,,,,,,338,,,,,Manifold Heights,17
18 Calder Street,"740,000",Sep 2016,"292,500",Dec 2007,,270,Nov 2012,338,232,,,,Manifold Heights,17
8/40-42 Calder Street,"247,500",Aug 2016,,,,300,Mar 2017,74,,,,,Manifold Heights,17
24 Sydenham Avenue,"583,050",Aug 2016,"315,000",Jun 2004,,485,Sep 2016,627,,3,2,2,Manifold Heights,17
1 Grundell Close,"351,000",Aug 2016,,,,,,250,,,,,Manifold Heights,17
4/43 Shannon Avenue,"357,000",Aug 2016,"285,000",Sep 2008,,340,Jul 2015,210,,,,,Manifold Heights,17
